text,label
"Major dump in crypto, fear increasing and support broken.",Negative
"Market is flat today, no strong directional edge.",Neutral
ETH adoption rising and buyers stepping in aggressively.,Positive
Heavy liquidations and panic selling across altcoins.,Negative
Traders are waiting for Fed update before taking positions.,Neutral
"BTC breakout looks strong, bulls in control, likely upside continuation.",Positive
"Major dump in crypto, fear increasing and support broken.",Negative
"Market is flat today, no strong directional edge.",Neutral
ETH adoption rising and buyers stepping in aggressively.,Positive
Heavy liquidations and panic selling across altcoins.,Negative
Traders are waiting for Fed update before taking positions.,Neutral
"BTC breakout looks strong, bulls in control, likely upside continuation.",Positive
"Major dump in crypto, fear increasing and support broken.",Negative
"Market is flat today, no strong directional edge.",Neutral
ETH adoption rising and buyers stepping in aggressively.,Positive
Heavy liquidations and panic selling across altcoins.,Negative
Traders are waiting for Fed update before taking positions.,Neutral
"BTC breakout looks strong, bulls in control, likely upside continuation.",Positive
"Major dump in crypto, fear increasing and support broken.",Negative
"Market is flat today, no strong directional edge.",Neutral
ETH adoption rising and buyers stepping in aggressively.,Positive
Heavy liquidations and panic selling across altcoins.,Negative
Traders are waiting for Fed update before taking positions.,Neutral
"BTC breakout looks strong, bulls in control, likely upside continuation.",Positive
"Major dump in crypto, fear increasing and support broken.",Negative
"Market is flat today, no strong directional edge.",Neutral
ETH adoption rising and buyers stepping in aggressively.,Positive
Heavy liquidations and panic selling across altcoins.,Negative
Traders are waiting for Fed update before taking positions.,Neutral
"BTC breakout looks strong, bulls in control, likely upside continuation.",Positive
"Major dump in crypto, fear increasing and support broken.",Negative
"Market is flat today, no strong directional edge.",Neutral
ETH adoption rising and buyers stepping in aggressively.,Positive
Heavy liquidations and panic selling across altcoins.,Negative
Traders are waiting for Fed update before taking positions.,Neutral
"BTC breakout looks strong, bulls in control, likely upside continuation.",Positive
"Major dump in crypto, fear increasing and support broken.",Negative
"Market is flat today, no strong directional edge.",Neutral
ETH adoption rising and buyers stepping in aggressively.,Positive
Heavy liquidations and panic selling across altcoins.,Negative
Traders are waiting for Fed update before taking positions.,Neutral
"BTC breakout looks strong, bulls in control, likely upside continuation.",Positive
"Major dump in crypto, fear increasing and support broken.",Negative
"Market is flat today, no strong directional edge.",Neutral
ETH adoption rising and buyers stepping in aggressively.,Positive
Heavy liquidations and panic selling across altcoins.,Negative
Traders are waiting for Fed update before taking positions.,Neutral
"BTC breakout looks strong, bulls in control, likely upside continuation.",Positive
"Major dump in crypto, fear increasing and support broken.",Negative
"Market is flat today, no strong directional edge.",Neutral
ETH adoption rising and buyers stepping in aggressively.,Positive
Heavy liquidations and panic selling across altcoins.,Negative
Traders are waiting for Fed update before taking positions.,Neutral
"BTC breakout looks strong, bulls in control, likely upside continuation.",Positive
"Major dump in crypto, fear increasing and support broken.",Negative
"Market is flat today, no strong directional edge.",Neutral
ETH adoption rising and buyers stepping in aggressively.,Positive
Heavy liquidations and panic selling across altcoins.,Negative
Traders are waiting for Fed update before taking positions.,Neutral
"BTC breakout looks strong, bulls in control, likely upside continuation.",Positive
"Major dump in crypto, fear increasing and support broken.",Negative
"Market is flat today, no strong directional edge.",Neutral
ETH adoption rising and buyers stepping in aggressively.,Positive
Heavy liquidations and panic selling across altcoins.,Negative
Traders are waiting for Fed update before taking positions.,Neutral
"BTC breakout looks strong, bulls in control, likely upside continuation.",Positive
"Major dump in crypto, fear increasing and support broken.",Negative
"Market is flat today, no strong directional edge.",Neutral
ETH adoption rising and buyers stepping in aggressively.,Positive
Heavy liquidations and panic selling across altcoins.,Negative
Traders are waiting for Fed update before taking positions.,Neutral
"BTC breakout looks strong, bulls in control, likely upside continuation.",Positive
"Major dump in crypto, fear increasing and support broken.",Negative
"Market is flat today, no strong directional edge.",Neutral
ETH adoption rising and buyers stepping in aggressively.,Positive
Heavy liquidations and panic selling across altcoins.,Negative
Traders are waiting for Fed update before taking positions.,Neutral
"BTC breakout looks strong, bulls in control, likely upside continuation.",Positive
"Major dump in crypto, fear increasing and support broken.",Negative
"Market is flat today, no strong directional edge.",Neutral
ETH adoption rising and buyers stepping in aggressively.,Positive
Heavy liquidations and panic selling across altcoins.,Negative
Traders are waiting for Fed update before taking positions.,Neutral
"BTC breakout looks strong, bulls in control, likely upside continuation.",Positive
"Major dump in crypto, fear increasing and support broken.",Negative
"Market is flat today, no strong directional edge.",Neutral
ETH adoption rising and buyers stepping in aggressively.,Positive
Heavy liquidations and panic selling across altcoins.,Negative
Traders are waiting for Fed update before taking positions.,Neutral
"BTC breakout looks strong, bulls in control, likely upside continuation.",Positive
"Major dump in crypto, fear increasing and support broken.",Negative
"Market is flat today, no strong directional edge.",Neutral
ETH adoption rising and buyers stepping in aggressively.,Positive
Heavy liquidations and panic selling across altcoins.,Negative
Traders are waiting for Fed update before taking positions.,Neutral
"BTC breakout looks strong, bulls in control, likely upside continuation.",Positive
"Major dump in crypto, fear increasing and support broken.",Negative
"Market is flat today, no strong directional edge.",Neutral
ETH adoption rising and buyers stepping in aggressively.,Positive
Heavy liquidations and panic selling across altcoins.,Negative
Traders are waiting for Fed update before taking positions.,Neutral
"BTC breakout looks strong, bulls in control, likely upside continuation.",Positive
"Major dump in crypto, fear increasing and support broken.",Negative
"Market is flat today, no strong directional edge.",Neutral
ETH adoption rising and buyers stepping in aggressively.,Positive
Heavy liquidations and panic selling across altcoins.,Negative
Traders are waiting for Fed update before taking positions.,Neutral
"BTC breakout looks strong, bulls in control, likely upside continuation.",Positive
"Major dump in crypto, fear increasing and support broken.",Negative
"Market is flat today, no strong directional edge.",Neutral
ETH adoption rising and buyers stepping in aggressively.,Positive
Heavy liquidations and panic selling across altcoins.,Negative
Traders are waiting for Fed update before taking positions.,Neutral
"BTC breakout looks strong, bulls in control, likely upside continuation.",Positive
"Major dump in crypto, fear increasing and support broken.",Negative
"Market is flat today, no strong directional edge.",Neutral
ETH adoption rising and buyers stepping in aggressively.,Positive
Heavy liquidations and panic selling across altcoins.,Negative
Traders are waiting for Fed update before taking positions.,Neutral
"BTC breakout looks strong, bulls in control, likely upside continuation.",Positive
"Major dump in crypto, fear increasing and support broken.",Negative
"Market is flat today, no strong directional edge.",Neutral
ETH adoption rising and buyers stepping in aggressively.,Positive
Heavy liquidations and panic selling across altcoins.,Negative
Traders are waiting for Fed update before taking positions.,Neutral
"BTC breakout looks strong, bulls in control, likely upside continuation.",Positive
"Major dump in crypto, fear increasing and support broken.",Negative
"Market is flat today, no strong directional edge.",Neutral
ETH adoption rising and buyers stepping in aggressively.,Positive
Heavy liquidations and panic selling across altcoins.,Negative
Traders are waiting for Fed update before taking positions.,Neutral
"BTC breakout looks strong, bulls in control, likely upside continuation.",Positive
"Major dump in crypto, fear increasing and support broken.",Negative
"Market is flat today, no strong directional edge.",Neutral
ETH adoption rising and buyers stepping in aggressively.,Positive
Heavy liquidations and panic selling across altcoins.,Negative
Traders are waiting for Fed update before taking positions.,Neutral
"BTC breakout looks strong, bulls in control, likely upside continuation.",Positive
"Major dump in crypto, fear increasing and support broken.",Negative
"Market is flat today, no strong directional edge.",Neutral
ETH adoption rising and buyers stepping in aggressively.,Positive
Heavy liquidations and panic selling across altcoins.,Negative
Traders are waiting for Fed update before taking positions.,Neutral
"BTC breakout looks strong, bulls in control, likely upside continuation.",Positive
"Major dump in crypto, fear increasing and support broken.",Negative
"Market is flat today, no strong directional edge.",Neutral
ETH adoption rising and buyers stepping in aggressively.,Positive
Heavy liquidations and panic selling across altcoins.,Negative
Traders are waiting for Fed update before taking positions.,Neutral
"BTC breakout looks strong, bulls in control, likely upside continuation.",Positive
"Major dump in crypto, fear increasing and support broken.",Negative
"Market is flat today, no strong directional edge.",Neutral
ETH adoption rising and buyers stepping in aggressively.,Positive
Heavy liquidations and panic selling across altcoins.,Negative
Traders are waiting for Fed update before taking positions.,Neutral
"BTC breakout looks strong, bulls in control, likely upside continuation.",Positive
"Major dump in crypto, fear increasing and support broken.",Negative
"Market is flat today, no strong directional edge.",Neutral
ETH adoption rising and buyers stepping in aggressively.,Positive
Heavy liquidations and panic selling across altcoins.,Negative
Traders are waiting for Fed update before taking positions.,Neutral
"BTC breakout looks strong, bulls in control, likely upside continuation.",Positive
"Major dump in crypto, fear increasing and support broken.",Negative
"Market is flat today, no strong directional edge.",Neutral
ETH adoption rising and buyers stepping in aggressively.,Positive
Heavy liquidations and panic selling across altcoins.,Negative
Traders are waiting for Fed update before taking positions.,Neutral
"BTC breakout looks strong, bulls in control, likely upside continuation.",Positive
"Major dump in crypto, fear increasing and support broken.",Negative
"Market is flat today, no strong directional edge.",Neutral
ETH adoption rising and buyers stepping in aggressively.,Positive
Heavy liquidations and panic selling across altcoins.,Negative
Traders are waiting for Fed update before taking positions.,Neutral
"BTC breakout looks strong, bulls in control, likely upside continuation.",Positive
"Major dump in crypto, fear increasing and support broken.",Negative
"Market is flat today, no strong directional edge.",Neutral
ETH adoption rising and buyers stepping in aggressively.,Positive
Heavy liquidations and panic selling across altcoins.,Negative
Traders are waiting for Fed update before taking positions.,Neutral
"BTC breakout looks strong, bulls in control, likely upside continuation.",Positive
"Major dump in crypto, fear increasing and support broken.",Negative
"Market is flat today, no strong directional edge.",Neutral
ETH adoption rising and buyers stepping in aggressively.,Positive
Heavy liquidations and panic selling across altcoins.,Negative
Traders are waiting for Fed update before taking positions.,Neutral
